62490600000,-0.091874771,0.31463021
2490800000,-0.0914656,0.31578872
2491000000,-0.090960734,0.31674284
2491200000,-0.090439819,0.31788033
2491400000,-0.08985655,0.31873113
2491600000,-0.089533165,0.31998658
2491800000,-0.088883951,0.32116401
2492000000,-0.088094197,0.32211602
2492200000,-0.087576076,0.32302347
2492400000,-0.087049104,0.32405436
2492600000,-0.086324893,0.32499349
2492800000,-0.085935913,0.32618907
2493000000,-0.085113868,0.32710132
2493200000,-0.084635779,0.32837015
2493400000,-0.083905816,0.32926634
2493600000,-0.083377942,0.33007431
2493800000,-0.08263661,0.33108482
2494000000,-0.082179017,0.33208975
2494200000,-0.081733383,0.33307758
2494400000,-0.081117593,0.33421183
2494600000,-0.080319785,0.33511469
2494800000,-0.079628579,0.33599827
2495000000,-0.079303354,0.3373951
2495200000,-0.078354724,0.33804092
2495400000,-0.077732712,0.33887434
2495600000,-0.077057414,0.33985791
2495800000,-0.07650841,0.34090084
2496000000,-0.075740047,0.34174904
2496200000,-0.075144298,0.34242326
2496400000,-0.074458763,0.34362862
2496600000,-0.073540948,0.3446289
2496800000,-0.072845042,0.34532607
2497000000,-0.072300561,0.34630868
2497200000,-0.071634263,0.34754243
2497400000,-0.071111806,0.34809035
2497600000,-0.070362002,0.34888345
2497800000,-0.069560312,0.34982181
2498000000,-0.068891436,0.35076067
2498200000,-0.068225555,0.35190055
2498400000,-0.067502894,0.3524428
2498600000,-0.066915974,0.35342216
2498800000,-0.066091888,0.35429752
2499000000,-0.06532985,0.35526359
2499200000,-0.064416125,0.35592577
2499400000,-0.064001359,0.35673881
2499600000,-0.063131951,0.35749003
2499800000,-0.062430747,0.35837001
2500000000,-0.061629523,0.359281
END

